#,Region,Company,Product,Date of Approval,Status,Action
538,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/03/2021,Approved,View & Print
539,Western Region,Indian Oil Corporation Limited,MS (in KL),01/03/2021,Approved,View & Print
540,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/03/2021,Approved,View & Print
541,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/03/2021,Approved,View & Print
542,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/03/2021,Approved,View & Print
,,,Subsidized LPG (No. of,,,
543,Western Region,Indian Oil Corporation Limited,,01/03/2021,Approved,View & Print
,,,Cylinder),,,
544,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/03/2021,Approved,View & Print
545,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/03/2021,Approved,View & Print
546,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/03/2021,Approved,View & Print
547,Central Region,Indian Oil Corporation Limited,MS (in KL),01/03/2021,Approved,View & Print
548,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/03/2021,Approved,View & Print
,,,Subsidized LPG (No. of,,,
549,Central Region,Indian Oil Corporation Limited,,01/03/2021,Approved,View & Print
,,,Cylinder),,,
550,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/03/2021,Approved,View & Print
551,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/03/2021,Approved,View & Print
552,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/03/2021,Approved,View & Print
553,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/03/2021,Approved,View & Print
554,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/03/2021,Approved,View & Print
,,,Subsidized LPG (No. of,,,
555,Eastern Region,Indian Oil Corporation Limited,,01/03/2021,Approved,View & Print
,,,Cylinder),,,
556,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/02/2021,Approved,View & Print
557,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/02/2021,Approved,View & Print
558,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/02/2021,Approved,View & Print
559,Western Region,Indian Oil Corporation Limited,MS (in KL),16/02/2021,Approved,View & Print
560,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/02/2021,Approved,View & Print
#,Region,Company,Product,Date of Approval,Status,Action
561,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/02/2021,Approved,View & Print
,,,Subsidized LPG (No. of,,,
562,Western Region,Indian Oil Corporation Limited,,16/02/2021,Approved,View & Print
,,,Cylinder),,,
563,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/02/2021,Approved,View & Print
564,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/02/2021,Approved,View & Print
565,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/02/2021,Approved,View & Print
566,Central Region,Indian Oil Corporation Limited,MS (in KL),16/02/2021,Approved,View & Print
,,,Subsidized LPG (No. of,,,
567,Central Region,Indian Oil Corporation Limited,,16/02/2021,Approved,View & Print
,,,Cylinder),,,
568,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/02/2021,Approved,View & Print
569,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/02/2021,Approved,View & Print
570,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/02/2021,Approved,View & Print
571,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/02/2021,Approved,View & Print
,,,Subsidized LPG (No. of,,,
572,Eastern Region,Indian Oil Corporation Limited,,16/02/2021,Approved,View & Print
,,,Cylinder),,,
,,,Subsidized LPG (No. of,,,
573,Western Region,Indian Oil Corporation Limited,,04/02/2021,Approved,View & Print
,,,Cylinder),,,
,,,Subsidized LPG (No. of,,,
574,Central Region,Indian Oil Corporation Limited,,04/02/2021,Approved,View & Print
,,,Cylinder),,,
,,,Subsidized LPG (No. of,,,
575,Eastern Region,Indian Oil Corporation Limited,,04/02/2021,Approved,View & Print
,,,Cylinder),,,
576,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/02/2021,Approved,View & Print
577,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/02/2021,Approved,View & Print
578,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/02/2021,Approved,View & Print
579,Western Region,Indian Oil Corporation Limited,MS (in KL),01/02/2021,Approved,View & Print
580,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/02/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
581,Western Region,Indian Oil Corporation Limited,,01/02/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
582,Western Region,Indian Oil Corporation Limited,,01/02/2021,Approved,View & Print
,,,Cylinder),,,
583,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/02/2021,Approved,View & Print
584,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/02/2021,Approved,View & Print
585,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/02/2021,Approved,View & Print
586,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/02/2021,Approved,View & Print
587,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/02/2021,Approved,View & Print
588,Central Region,Indian Oil Corporation Limited,MS (in KL),01/02/2021,Approved,View & Print
589,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/02/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
590,Central Region,Indian Oil Corporation Limited,,01/02/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
591,Central Region,Indian Oil Corporation Limited,,01/02/2021,Approved,View & Print
,,,Cylinder),,,
592,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/02/2021,Approved,View & Print
593,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/02/2021,Approved,View & Print
594,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/02/2021,Approved,View & Print
595,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/02/2021,Approved,View & Print
596,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/02/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
597,Eastern Region,Indian Oil Corporation Limited,,01/02/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
598,Eastern Region,Indian Oil Corporation Limited,,01/02/2021,Approved,View & Print
,,,Cylinder),,,
599,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/01/2021,Approved,View & Print
600,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/01/2021,Approved,View & Print
601,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/01/2021,Approved,View & Print
602,Western Region,Indian Oil Corporation Limited,MS (in KL),16/01/2021,Approved,View & Print
603,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/01/2021,Approved,View & Print
604,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/01/2021,Approved,View & Print
605,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/01/2021,Approved,View & Print
606,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/01/2021,Approved,View & Print
607,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/01/2021,Approved,View & Print
608,Central Region,Indian Oil Corporation Limited,MS (in KL),16/01/2021,Approved,View & Print
609,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/01/2021,Approved,View & Print
610,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/01/2021,Approved,View & Print
611,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/01/2021,Approved,View & Print
612,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/01/2021,Approved,View & Print
613,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/01/2021,Approved,View & Print
614,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/01/2021,Approved,View & Print
615,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/01/2021,Approved,View & Print
616,Western Region,Indian Oil Corporation Limited,MS (in KL),01/01/2021,Approved,View & Print
617,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/01/2021,Approved,View & Print
618,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/01/2021,Approved,View & Print
619,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/01/2021,Approved,View & Print
620,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/01/2021,Approved,View & Print
621,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/01/2021,Approved,View & Print
622,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/01/2021,Approved,View & Print
623,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/01/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
624,Western Region,Indian Oil Corporation Limited,,,,View & Print
,,,(No. of Cylinder),01/01/2021,Approved,
,,,Commercial LPG (No. of,,,
625,Western Region,Indian Oil Corporation Limited,,01/01/2021,Approved,View & Print
,,,Cylinder),,,
626,Central Region,Indian Oil Corporation Limited,MS (in KL),01/01/2021,Approved,View & Print
627,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/01/2021,Approved,View & Print
628,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/01/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
629,Central Region,Indian Oil Corporation Limited,,01/01/2021,Approved,View & Print
,,,(No. of Cylinder),,,
#,Region,Company,Product,Date of Approval,Status,Action
,,,Commercial LPG (No. of,,,
630,Central Region,Indian Oil Corporation Limited,,01/01/2021,Approved,View & Print
,,,Cylinder),,,
631,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/01/2021,Approved,View & Print
632,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/01/2021,Approved,View & Print
633,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/01/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
634,Eastern Region,Indian Oil Corporation Limited,,01/01/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
635,Eastern Region,Indian Oil Corporation Limited,,01/01/2021,Approved,View & Print
,,,Cylinder),,,
,,,Subsidized LPG (No. of,,,
636,Western Region,Indian Oil Corporation Limited,,18/12/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
637,Western Region,Indian Oil Corporation Limited,,18/12/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Subsidized LPG (No. of,,,
638,Central Region,Indian Oil Corporation Limited,,18/12/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
639,Central Region,Indian Oil Corporation Limited,,18/12/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Subsidized LPG (No. of,,,
640,Eastern Region,Indian Oil Corporation Limited,,18/12/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
641,Eastern Region,Indian Oil Corporation Limited,,18/12/2020,Approved,View & Print
,,,(No. of Cylinder),,,
642,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/12/2020,Approved,View & Print
643,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/12/2020,Approved,View & Print
644,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/12/2020,Approved,View & Print
645,Western Region,Indian Oil Corporation Limited,MS (in KL),16/12/2020,Approved,View & Print
646,Western Region,Indian Oil Corporation Limited,SKO (in KL),16/12/2020,Approved,View & Print
,,,Non-Subsidized LPG,,,
647,Western Region,Indian Oil Corporation Limited,,16/12/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
648,Western Region,Indian Oil Corporation Limited,,16/12/2020,Approved,View & Print
,,,Cylinder),,,
649,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/12/2020,Approved,View & Print
650,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/12/2020,Approved,View & Print
651,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/12/2020,Approved,View & Print
652,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/12/2020,Approved,View & Print
653,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/12/2020,Approved,View & Print
654,Central Region,Indian Oil Corporation Limited,MS (in KL),16/12/2020,Approved,View & Print
655,Central Region,Indian Oil Corporation Limited,SKO (in KL),16/12/2020,Approved,View & Print
656,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/12/2020,Approved,View & Print
657,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/12/2020,Approved,View & Print
658,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/12/2020,Approved,View & Print
659,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/12/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
660,Eastern Region,Indian Oil Corporation Limited,,16/12/2020,Approved,View & Print
,,,Cylinder),,,
,,,Subsidized LPG (No. of,,,
661,Western Region,Indian Oil Corporation Limited,,04/12/2020,Approved,View & Print
,,,Cylinder),,,
,,,Subsidized LPG (No. of,,,
662,Central Region,Indian Oil Corporation Limited,,04/12/2020,Approved,View & Print
,,,Cylinder),,,
,,,Subsidized LPG (No. of,,,
663,Eastern Region,Indian Oil Corporation Limited,,04/12/2020,Approved,View & Print
,,,Cylinder),,,
664,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/12/2020,Approved,View & Print
665,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/12/2020,Approved,View & Print
666,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/12/2020,Approved,View & Print
667,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/12/2020,Approved,View & Print
668,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/12/2020,Approved,View & Print
669,Western Region,Indian Oil Corporation Limited,MS (in KL),01/12/2020,Approved,View & Print
670,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/12/2020,Approved,View & Print
671,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/12/2020,Approved,View & Print
672,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/12/2020,Approved,View & Print
673,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/12/2020,Approved,View & Print
674,Central Region,Indian Oil Corporation Limited,MS (in KL),01/12/2020,Approved,View & Print
675,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/12/2020,Approved,View & Print
676,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/12/2020,Approved,View & Print
677,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/12/2020,Approved,View & Print
678,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/12/2020,Approved,View & Print
679,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/12/2020,Approved,View & Print
680,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/12/2020,Approved,View & Print
,,,Non-Subsidized LPG,,,
681,Western Region,Indian Oil Corporation Limited,,01/12/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
682,Western Region,Indian Oil Corporation Limited,,01/12/2020,Approved,
,,,Cylinder),,,View & Print
,,,Non-Subsidized LPG,,,
683,Central Region,Indian Oil Corporation Limited,,01/12/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
684,Central Region,Indian Oil Corporation Limited,,01/12/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
685,Eastern Region,Indian Oil Corporation Limited,,01/12/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
686,Eastern Region,Indian Oil Corporation Limited,,01/12/2020,Approved,View & Print
,,,Cylinder),,,
687,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/11/2020,Approved,View & Print
688,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/11/2020,Approved,View & Print
689,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/11/2020,Approved,View & Print
690,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/11/2020,Approved,View & Print
691,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/11/2020,Approved,View & Print
692,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/11/2020,Approved,View & Print
693,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/11/2020,Approved,View & Print
#,Region,Company,Product,Date of Approval,Status,Action
694,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/11/2020,Approved,View & Print
695,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/11/2020,Approved,View & Print
696,Central Region,Indian Oil Corporation Limited,MS (in KL),16/11/2020,Approved,View & Print
697,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/11/2020,Approved,View & Print
698,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/11/2020,Approved,View & Print
699,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/11/2020,Approved,View & Print
700,Western Region,Indian Oil Corporation Limited,MS (in KL),16/11/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
701,Western Region,Indian Oil Corporation Limited,,02/11/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
702,Western Region,Indian Oil Corporation Limited,,02/11/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
703,Western Region,Indian Oil Corporation Limited,,02/11/2020,Approved,View & Print
,,,Cylinder),,,
,,,Subsidized LPG (No. of,,,
704,Central Region,Indian Oil Corporation Limited,,02/11/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
705,Central Region,Indian Oil Corporation Limited,,02/11/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Subsidized LPG (No. of,,,
706,Eastern Region,Indian Oil Corporation Limited,,02/11/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
707,Eastern Region,Indian Oil Corporation Limited,,02/11/2020,Approved,View & Print
,,,(No. of Cylinder),,,
708,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/11/2020,Approved,View & Print
709,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/11/2020,Approved,View & Print
710,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/11/2020,Approved,View & Print
711,Western Region,Indian Oil Corporation Limited,MS (in KL),01/11/2020,Approved,View & Print
712,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/11/2020,Approved,View & Print
713,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/11/2020,Approved,View & Print
714,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/11/2020,Approved,View & Print
715,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/11/2020,Approved,View & Print
716,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/11/2020,Approved,View & Print
717,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/11/2020,Approved,View & Print
718,Central Region,Indian Oil Corporation Limited,MS (in KL),01/11/2020,Approved,View & Print
719,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/11/2020,Approved,View & Print
720,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/11/2020,Approved,View & Print
721,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/11/2020,Approved,View & Print
722,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/11/2020,Approved,View & Print
723,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/11/2020,Approved,View & Print
724,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/11/2020,Approved,View & Print
725,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/10/2020,Approved,View & Print
726,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/10/2020,Approved,View & Print
727,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/10/2020,Approved,View & Print
728,Western Region,Indian Oil Corporation Limited,MS (in KL),16/10/2020,Approved,View & Print
729,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/10/2020,Approved,View & Print
730,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/10/2020,Approved,View & Print
731,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/10/2020,Approved,View & Print
732,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/10/2020,Approved,View & Print
733,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/10/2020,Approved,View & Print
734,Central Region,Indian Oil Corporation Limited,MS (in KL),16/10/2020,Approved,View & Print
735,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/10/2020,Approved,View & Print
736,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/10/2020,Approved,View & Print
737,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/10/2020,Approved,View & Print
738,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/10/2020,Approved,View & Print
739,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/10/2020,Approved,View & Print
740,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/10/2020,Approved,View & Print
741,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/10/2020,Approved,View & Print
742,Western Region,Indian Oil Corporation Limited,MS (in KL),01/10/2020,Approved,View & Print
743,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/10/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
744,Western Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
745,Western Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
746,Western Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,Cylinder),,,
747,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/10/2020,Approved,View & Print
748,Central Region,Indian Oil Corporation Limited,MS (in KL),01/10/2020,Approved,View & Print
749,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/10/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
750,Central Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
751,Central Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
752,Central Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,Cylinder),,,
753,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/10/2020,Approved,View & Print
754,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/10/2020,Approved,View & Print
755,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/10/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
756,Eastern Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,Cylinder),,,
757,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/10/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
758,Eastern Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
759,Eastern Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
760,Eastern Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,Cylinder),,,
761,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/10/2020,Approved,View & Print
#,Region,Company,Product,Date of Approval,Status,Action
762,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/10/2020,Approved,View & Print
763,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/10/2020,Approved,View & Print
764,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/10/2020,Approved,View & Print
765,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/10/2020,Approved,View & Print
766,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/10/2020,Approved,View & Print
767,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/09/2020,Approved,View & Print
768,Western Region,Indian Oil Corporation Limited,MS (in KL),16/09/2020,Approved,View & Print
769,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/09/2020,Approved,View & Print
770,Central Region,Indian Oil Corporation Limited,MS (in KL),16/09/2020,Approved,View & Print
771,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/09/2020,Approved,View & Print
772,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/09/2020,Approved,View & Print
773,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/09/2020,Approved,View & Print
774,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/09/2020,Approved,View & Print
775,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/09/2020,Approved,View & Print
776,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/09/2020,Approved,View & Print
777,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/09/2020,Approved,View & Print
778,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/09/2020,Approved,View & Print
779,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/09/2020,Approved,View & Print
780,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/09/2020,Approved,View & Print
781,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
782,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/09/2020,Approved,View & Print
783,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
784,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/09/2020,Approved,View & Print
785,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
786,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/09/2020,Approved,View & Print
787,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
788,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/09/2020,Approved,View & Print
789,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
790,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
791,Western Region,Indian Oil Corporation Limited,MS (in KL),01/09/2020,Approved,View & Print
792,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/09/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
793,Western Region,Indian Oil Corporation Limited,,01/09/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
794,Western Region,Indian Oil Corporation Limited,,01/09/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No. of,,,
795,Western Region,Indian Oil Corporation Limited,,01/09/2020,Approved,View & Print
,,,Cylinder),,,
796,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
797,Central Region,Indian Oil Corporation Limited,MS (in KL),01/09/2020,Approved,View & Print
798,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/09/2020,Approved,View & Print
799,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
800,Central Region,Indian Oil Corporation Limited,MS (in KL),01/09/2020,Approved,View & Print
801,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/09/2020,Approved,View & Print
,,,Subsidized LPG (No. of,,,
802,Central Region,Indian Oil Corporation Limited,,01/09/2020,Approved,View & Print
,,,Cylinder),,,
,,,Non-Subsidized LPG,,,
803,Central Region,Indian Oil Corporation Limited,,01/09/2020,Approved,View & Print
,,,(No. of Cylinder),,,
